Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
09-05-2024,12:14:33,"""CNR3529840""",Completed,"""CID9729785""",eBike,Pitampura,Ashram,10.3,25.4,1,Driver issue,1,Customer related issue,1,No proper reason,60,13.87,4.6,4.3,Cash
16-04-2024,11:23:17,"""CNR5537828""",Completed,"""CID8566876""",Premier Sedan,Tis Hazari,New Colony,5.6,44.3,1,Driver issue,1,Customer related issue,1,No proper reason,371,26.19,4.2,4.4,UPI
10-10-2024,15:05:07,"""CNR9560421""",Completed,"""CID2458795""",Premier Sedan,Indraprastha,Kashmere Gate ISBT,9.1,34.2,1,Driver issue,1,Customer related issue,1,No proper reason,595,39.67,3.9,4.2,Debit Card
24-03-2024,18:53:04,"""CNR9484321""",Completed,"""CID6947353""",Go Mini,Indirapuram,Okhla,2.8,33.7,1,Driver issue,1,Customer related issue,1,No proper reason,1009,16.22,3.7,4.9,Credit Card
25-04-2024,21:45:38,"""CNR1614749""",Cancelled by Driver,"""CID9907186""",Go Sedan,Ashok Vihar,Badshahpur,7.7,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
25-05-2024,00:19:44,"""CNR6036665""",Cancelled by Driver,"""CID8028178""",Bike,Kashmere Gate,Botanical Garden,8.1,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
21-01-2024,08:49:26,"""CNR4455152""",Cancelled by Driver,"""CID5573652""",Auto,Pitampura,Shastri Park,4.3,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
30-06-2024,11:52:05,"""CNR3841111""",Completed,"""CID9369233""",Go Mini,Vidhan Sabha,Mandi House,15,30.9,1,Driver issue,1,Customer related issue,1,No proper reason,1010,14.76,3.8,4.7,Credit Card
20-07-2024,12:48:59,"""CNR2032833""",Cancelled by Customer,"""CID6241963""",Auto,Sultanpur,Vasant Kunj,13,10,1,Driver is not moving towards pickup location,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
30-09-2024,17:21:34,"""CNR7107135""",Incomplete,"""CID9793831""",Premier Sedan,Jahangirpuri,Jama Masjid,4.1,24.6,1,Driver issue,1,Customer related issue,1,Vehicle Breakdown,117,3.76,3.8,4,Debit Card
07-03-2024,13:04:01,"""CNR6568729""",Cancelled by Driver,"""CID4041905""",Auto,Dilshad Garden,Madipur,4.1,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
18-05-2024,16:34:43,"""CNR9263531""",Completed,"""CID8647489""",Auto,GTB Nagar,Narsinghpur,13.7,32.9,1,Driver issue,1,Customer related issue,1,No proper reason,792,5.02,4.9,3.6,UPI
14-09-2024,19:33:18,"""CNR1991641""",Completed,"""CID4720796""",Go Mini,DLF City Court,Satguru Ram Singh Marg,8.1,39.7,1,Driver issue,1,Customer related issue,1,No proper reason,1011,9.46,4.2,4.1,Cash
15-09-2024,17:42:46,"""CNR8261618""",Completed,"""CID3975834""",Go Mini,Raj Nagar Extension,Ghitorni,9.6,36.2,1,Driver issue,1,Customer related issue,1,No proper reason,560,30.57,3.8,3.2,UPI
30-07-2024,10:20:24,"""CNR7067032""",Cancelled by Driver,"""CID2593948""",Auto,Hauz Khas,Madipur,3.2,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
08-11-2024,22:59:07,"""CNR9057194""",Completed,"""CID7814531""",Premier Sedan,Raj Nagar Extension,Arjangarh,8.1,16.9,1,Driver issue,1,Customer related issue,1,No proper reason,520,15.24,4.6,4.6,Cash
27-11-2024,05:41:00,"""CNR7913236""",Completed,"""CID7132390""",Auto,ITO,Connaught Place,13.9,42.9,1,Driver issue,1,Customer related issue,1,No proper reason,81,13.96,4.9,4.3,Debit Card
03-08-2024,22:42:00,"""CNR7244077""",Completed,"""CID1318706""",Auto,Lok Kalyan Marg,Jhilmil,4.3,33.5,1,Driver issue,1,Customer related issue,1,No proper reason,396,24.12,4.2,4.3,Uber Wallet
06-10-2024,12:22:33,"""CNR5901004""",Cancelled by Driver,"""CID4457499""",Auto,Karkarduma,IIT Delhi,9.5,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
18-05-2024,07:48:36,"""CNR9285620""",Completed,"""CID5788533""",Bike,Ashram,IGNOU Road,12.2,36.8,1,Driver issue,1,Customer related issue,1,No proper reason,138,7.64,4.3,4.9,Cash
06-10-2024,20:47:44,"""CNR9400858""",Cancelled by Driver,"""CID8464923""",Auto,Vaishali,Jhilmil,8.9,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
03-06-2024,18:06:13,"""CNR6704310""",No Driver Found,"""CID5679535""",Auto,Moolchand,Jhilmil,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
18-03-2024,06:39:54,"""CNR8853522""",Completed,"""CID3240862""",Auto,Maidan Garhi,Sushant Lok,10.7,31.5,1,Driver issue,1,Customer related issue,1,No proper reason,732,4.61,4.2,3.3,Debit Card
31-07-2024,17:09:51,"""CNR1868670""",Completed,"""CID2588715""",Auto,Kadarpur,Subhash Nagar,6.5,31.3,1,Driver issue,1,Customer related issue,1,No proper reason,842,29.53,4.1,4.3,UPI
25-06-2024,19:57:50,"""CNR8756724""",Incomplete,"""CID9994282""",Go Mini,Dwarka Mor,Jhilmil,5.1,16.6,1,Driver issue,1,Customer related issue,1,Vehicle Breakdown,436,8.38,3.8,4,Uber Wallet
24-03-2024,21:53:33,"""CNR5471770""",Cancelled by Driver,"""CID6999063""",Go Sedan,Netaji Subhash Place,Nirman Vihar,4.9,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
08-05-2024,17:36:13,"""CNR2545727""",Completed,"""CID6662515""",Premier Sedan,Vinobapuri,Rohini East,11.1,24.2,1,Driver issue,1,Customer related issue,1,No proper reason,323,19.3,4.3,4.9,UPI
22-02-2024,12:07:14,"""CNR6224820""",Cancelled by Driver,"""CID1523762""",Auto,Indirapuram,Sushant Lok,8.9,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
19-09-2024,21:39:51,"""CNR2993665""",Completed,"""CID1987695""",Premier Sedan,Delhi Gate,Central Secretariat,8.3,22.8,1,Driver issue,1,Customer related issue,1,No proper reason,473,20.31,4.6,4.2,UPI
09-07-2024,16:38:16,"""CNR8172524""",Completed,"""CID4346949""",Go Mini,Ghitorni Village,Central Secretariat,7.1,15.6,1,Driver issue,1,Customer related issue,1,No proper reason,683,8.8,4.3,4.6,Debit Card
29-12-2024,11:29:34,"""CNR9346296""",Completed,"""CID6298842""",Premier Sedan,Anand Vihar,New Colony,11.2,15.2,1,Driver issue,1,Customer related issue,1,No proper reason,120,30.45,4.1,4.4,UPI
22-08-2024,16:55:20,"""CNR9572989""",Completed,"""CID4444871""",Go Mini,Shastri Nagar,Mayur Vihar,12.7,42,1,Driver issue,1,Customer related issue,1,No proper reason,165,26.41,4.7,4.2,UPI
16-10-2024,17:11:34,"""CNR3339361""",Completed,"""CID7531028""",Premier Sedan,Qutub Minar,Noida Sector 18,10.1,24,1,Driver issue,1,Customer related issue,1,No proper reason,234,5.41,4.6,4.2,Uber Wallet
31-01-2024,17:06:27,"""CNR8156808""",Cancelled by Customer,"""CID5252886""",Go Sedan,Keshav Puram,Yamuna Bank,13.5,10,1,Driver asked to cancel,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
13-07-2024,21:20:23,"""CNR6261871""",Completed,"""CID9477551""",Bike,Shastri Nagar,IIT Delhi,4,27.5,1,Driver issue,1,Customer related issue,1,No proper reason,101,41.27,3.3,4.3,Cash
27-02-2024,15:29:59,"""CNR5391640""",Cancelled by Driver,"""CID3452670""",eBike,Kadarpur,Noida Sector 18,5.2,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
24-05-2024,17:48:10,"""CNR7897037""",Completed,"""CID8113899""",Premier Sedan,Vishwavidyalaya,Jahangirpuri,3.8,37.1,1,Driver issue,1,Customer related issue,1,No proper reason,414,2.7,4.6,5,UPI
23-02-2024,18:32:22,"""CNR6346108""",Completed,"""CID5890124""",Go Mini,Shastri Nagar,Jor Bagh,3.6,39.7,1,Driver issue,1,Customer related issue,1,No proper reason,363,22.77,4.2,3,UPI
29-11-2024,20:04:07,"""CNR6390747""",No Driver Found,"""CID5098814""",Premier Sedan,Panipat,Dwarka Sector 21,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
14-11-2024,13:28:04,"""CNR8129357""",No Driver Found,"""CID4919849""",Go Mini,Pragati Maidan,Vishwavidyalaya,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
11-10-2024,09:29:37,"""CNR3359625""",Completed,"""CID4234106""",Auto,Rithala,Laxmi Nagar,6.2,23,1,Driver issue,1,Customer related issue,1,No proper reason,58,22.48,4.6,4.8,UPI
18-03-2024,08:56:07,"""CNR5072199""",Completed,"""CID7105958""",Go Mini,Jhilmil,Noida Extension,3.9,23.1,1,Driver issue,1,Customer related issue,1,No proper reason,63,36.09,4.7,4.4,Debit Card
28-06-2024,07:18:49,"""CNR4933927""",Cancelled by Customer,"""CID2892460""",Auto,IIT Delhi,Pragati Maidan,19.5,10,1,Wrong Address,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
07-03-2024,21:28:48,"""CNR4292189""",No Driver Found,"""CID1639729""",Premier Sedan,Udyog Bhawan,Noida Sector 18,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
17-12-2024,05:31:48,"""CNR7013967""",Completed,"""CID1603249""",Auto,Malviya Nagar,Satguru Ram Singh Marg,14.1,37.3,1,Driver issue,1,Customer related issue,1,No proper reason,346,12.47,3.8,3.7,Cash
25-04-2024,12:11:11,"""CNR9622788""",Completed,"""CID5995978""",Premier Sedan,Panchsheel Park,ITO,4,29,1,Driver issue,1,Customer related issue,1,No proper reason,106,27.61,3.6,4.4,UPI
08-02-2024,22:43:24,"""CNR9953084""",Incomplete,"""CID1030702""",Premier Sedan,Adarsh Nagar,GTB Nagar,5.1,16.9,1,Driver issue,1,Customer related issue,1,Other Issue,347,13.38,3.8,4,UPI
30-12-2024,11:06:24,"""CNR2716273""",Cancelled by Driver,"""CID9092282""",Go Sedan,Khandsa,Jahangirpuri,6,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
19-05-2024,08:29:43,"""CNR1499391""",Completed,"""CID5934384""",Auto,Badshahpur,Delhi Gate,10.7,42.4,1,Driver issue,1,Customer related issue,1,No proper reason,846,28.39,3,4.3,UPI
21-06-2024,15:25:44,"""CNR8560422""",Cancelled by Driver,"""CID9871093""",Premier Sedan,Shivaji Park,Dwarka Mor,6.8,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
03-01-2024,07:00:14,"""CNR8574075""",Completed,"""CID5324116""",Premier Sedan,Mandi House,Connaught Place,3.8,39.3,1,Driver issue,1,Customer related issue,1,No proper reason,446,4,3.7,4.2,Cash
22-06-2024,21:15:49,"""CNR2832462""",Incomplete,"""CID4090039""",Bike,Okhla,Golf Course Road,5.5,26.6,1,Driver issue,1,Customer related issue,1,Customer Demand,762,11.34,3.8,4,Uber Wallet
10-06-2024,22:12:33,"""CNR8323821""",Completed,"""CID5747906""",Go Mini,Gurgaon Sector 29,Narsinghpur,12.6,30.4,1,Driver issue,1,Customer related issue,1,No proper reason,777,41.24,3.3,4.4,Cash
08-04-2024,10:20:11,"""CNR6656083""",Completed,"""CID4852912""",Go Sedan,Badarpur,Mundka,3.1,39.7,1,Driver issue,1,Customer related issue,1,No proper reason,425,42.22,4,4.6,UPI
14-02-2024,18:55:59,"""CNR2722372""",Completed,"""CID1767151""",Auto,Nehru Place,MG Road,3,41,1,Driver issue,1,Customer related issue,1,No proper reason,764,36.91,4.7,4,UPI
06-04-2024,09:35:32,"""CNR2014686""",Completed,"""CID1084778""",eBike,Delhi Gate,Subhash Nagar,9.8,37,1,Driver issue,1,Customer related issue,1,No proper reason,1025,25.33,3.9,4.4,UPI
05-03-2024,21:46:54,"""CNR6395988""",Completed,"""CID5927906""",Auto,Preet Vihar,Vidhan Sabha,13.4,27.2,1,Driver issue,1,Customer related issue,1,No proper reason,970,20.43,4.4,4.2,Cash
23-12-2024,11:00:09,"""CNR4169911""",Completed,"""CID2892580""",Go Mini,Vidhan Sabha,Gurgaon Sector 56,11.4,32.3,1,Driver issue,1,Customer related issue,1,No proper reason,306,9.05,3.8,4.2,Uber Wallet
20-04-2024,09:12:34,"""CNR8967511""",Cancelled by Driver,"""CID3030740""",Auto,INA Market,Sultanpur,11.2,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
13-10-2024,16:24:48,"""CNR9541913""",Completed,"""CID1155518""",Premier Sedan,Kadarpur,Ashram,6,23.1,1,Driver issue,1,Customer related issue,1,No proper reason,720,13.05,4.2,4.1,Uber Wallet
12-06-2024,18:41:58,"""CNR3534181""",Completed,"""CID9170648""",Go Sedan,Nehru Place,Sarai Kale Khan,6.4,18.5,1,Driver issue,1,Customer related issue,1,No proper reason,458,13.98,4.6,4.9,UPI
01-05-2024,16:23:49,"""CNR9429156""",Completed,"""CID3506197""",Go Sedan,Rajiv Nagar,Cyber Hub,10.7,15.3,1,Driver issue,1,Customer related issue,1,No proper reason,522,2.25,3.8,4.9,UPI
13-03-2024,18:11:15,"""CNR4071116""",No Driver Found,"""CID3058922""",Auto,Narsinghpur,Tis Hazari,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
25-09-2024,15:06:49,"""CNR5715194""",Completed,"""CID6537872""",Go Mini,Govindpuri,Noida Sector 18,11,39.7,1,Driver issue,1,Customer related issue,1,No proper reason,135,11.57,3.6,4.8,UPI
12-10-2024,17:35:07,"""CNR1905010""",Completed,"""CID8325023""",Auto,Lal Quila,Model Town,10.9,32.6,1,Driver issue,1,Customer related issue,1,No proper reason,172,39.6,4.2,3.3,UPI
26-12-2024,08:48:10,"""CNR7134278""",Cancelled by Driver,"""CID5868259""",Auto,Kashmere Gate ISBT,Paschim Vihar,5.8,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
11-12-2024,09:56:35,"""CNR4742141""",Completed,"""CID8904369""",Bike,Tis Hazari,Meerut,7.3,21.3,1,Driver issue,1,Customer related issue,1,No proper reason,119,17.63,3.3,4.9,UPI
12-08-2024,14:45:07,"""CNR6425353""",Completed,"""CID5050027""",Premier Sedan,Ardee City,IGNOU Road,10.6,33,1,Driver issue,1,Customer related issue,1,No proper reason,457,45.49,4.1,4.3,Credit Card
16-01-2024,00:38:16,"""CNR2869019""",Completed,"""CID5068952""",Bike,Shahdara,Yamuna Bank,11.1,28.1,1,Driver issue,1,Customer related issue,1,No proper reason,300,13.92,4.6,3.9,Uber Wallet
28-01-2024,07:06:54,"""CNR9345414""",Cancelled by Driver,"""CID1947332""",Premier Sedan,Jama Masjid,Saidulajab,8.1,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
18-02-2024,00:07:43,"""CNR3208725""",Incomplete,"""CID7270356""",Auto,Gwal Pahari,Sikanderpur,8.9,12.3,1,Driver issue,1,Customer related issue,1,Vehicle Breakdown,637,15.2,3.8,4,UPI
06-02-2024,20:05:56,"""CNR2283882""",Cancelled by Driver,"""CID5126561""",Premier Sedan,Yamuna Bank,Tagore Garden,11.3,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
14-12-2024,14:42:09,"""CNR8106549""",Completed,"""CID6702809""",Go Mini,New Delhi Railway Station,Chhatarpur,8.2,33.5,1,Driver issue,1,Customer related issue,1,No proper reason,479,12.06,4.6,4.8,Cash
18-08-2024,11:09:30,"""CNR2709525""",Completed,"""CID9609931""",Bike,IMT Manesar,Ashram,7.4,25.7,1,Driver issue,1,Customer related issue,1,No proper reason,1104,26.6,4.8,4.6,Cash
15-12-2024,15:04:23,"""CNR6135154""",Completed,"""CID3377734""",Go Sedan,Saidulajab,Mayur Vihar,10.8,26.6,1,Driver issue,1,Customer related issue,1,No proper reason,1563,24.07,4.2,4.7,Uber Wallet
01-03-2024,18:24:17,"""CNR8979750""",Completed,"""CID8217022""",Auto,Narsinghpur,Sonipat,10.5,28.5,1,Driver issue,1,Customer related issue,1,No proper reason,108,17.86,3.9,4.9,UPI
07-02-2024,10:32:36,"""CNR2052411""",Cancelled by Driver,"""CID5105821""",Uber XL,DLF Phase 3,Subhash Nagar,9.8,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
06-02-2024,13:32:52,"""CNR1627382""",Cancelled by Driver,"""CID9279559""",Auto,Mehrauli,Noida Sector 62,9.1,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
07-09-2024,13:48:01,"""CNR9823676""",Completed,"""CID1750824""",Go Mini,Govindpuri,Mayur Vihar,4.1,28.4,1,Driver issue,1,Customer related issue,1,No proper reason,1217,23.87,4.6,3.4,Cash
27-05-2024,09:02:49,"""CNR2185953""",Completed,"""CID6778552""",Auto,Chhatarpur,Laxmi Nagar,9.7,40.9,1,Driver issue,1,Customer related issue,1,No proper reason,740,31.05,3.1,4.8,UPI
09-04-2024,10:54:09,"""CNR7800524""",Completed,"""CID7393143""",Go Mini,Vatika Chowk,Tilak Nagar,8,21.4,1,Driver issue,1,Customer related issue,1,No proper reason,235,7.46,4.9,4.6,Debit Card
11-07-2024,10:59:33,"""CNR4182245""",Completed,"""CID1638280""",Auto,Barakhamba Road,Kaushambi,6.8,37.6,1,Driver issue,1,Customer related issue,1,No proper reason,132,11.17,3.7,4.9,Credit Card
07-12-2024,20:58:59,"""CNR9687817""",Completed,"""CID2972346""",Go Sedan,Pataudi Chowk,Sohna Road,7.4,43.3,1,Driver issue,1,Customer related issue,1,No proper reason,1671,46.32,4.3,4.9,UPI
13-08-2024,19:02:48,"""CNR4907643""",Cancelled by Customer,"""CID3527628""",Auto,Faridabad Sector 15,Subhash Chowk,18.1,10,1,Change of plans,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
07-05-2024,21:55:22,"""CNR7746012""",Cancelled by Customer,"""CID8025784""",Bike,Cyber Hub,Lal Quila,18.2,10,1,Driver is not moving towards pickup location,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
10-03-2024,16:23:39,"""CNR4272390""",Completed,"""CID6492521""",Go Mini,Basai Dhankot,Govindpuri,8.4,23.9,1,Driver issue,1,Customer related issue,1,No proper reason,100,24.82,4.3,4.9,UPI
18-06-2024,23:12:58,"""CNR5539246""",Completed,"""CID6090559""",Bike,New Delhi Railway Station,Aya Nagar,9.4,32.5,1,Driver issue,1,Customer related issue,1,No proper reason,369,44.98,3.7,4.9,UPI
28-01-2024,02:55:21,"""CNR6123487""",Cancelled by Driver,"""CID1942415""",Premier Sedan,Pitampura,Vishwavidyalaya,10.2,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
21-11-2024,23:26:45,"""CNR3533548""",Completed,"""CID6277418""",Premier Sedan,Ramesh Nagar,Chhatarpur,13.4,30.5,1,Driver issue,1,Customer related issue,1,No proper reason,75,32.79,4.2,3.2,UPI
02-07-2024,13:35:44,"""CNR8885635""",Completed,"""CID7324647""",Auto,AIIMS,Janakpuri,8.5,26.2,1,Driver issue,1,Customer related issue,1,No proper reason,728,3.64,4.3,3.7,Uber Wallet
08-09-2024,11:01:29,"""CNR4586476""",Incomplete,"""CID5942963""",Premier Sedan,Anand Vihar ISBT,Jasola,2.2,26.5,1,Driver issue,1,Customer related issue,1,Other Issue,223,19.77,3.8,4,UPI
14-10-2024,07:35:07,"""CNR5355675""",No Driver Found,"""CID4836411""",Premier Sedan,IGNOU Road,Palam Vihar,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
25-05-2024,20:02:02,"""CNR6196310""",Completed,"""CID8477634""",Auto,Rithala,Chandni Chowk,4.7,17.1,1,Driver issue,1,Customer related issue,1,No proper reason,611,47.52,3.7,4,UPI
12-01-2024,17:34:39,"""CNR9037392""",Completed,"""CID9441487""",Bike,Subhash Chowk,MG Road,3.4,36,1,Driver issue,1,Customer related issue,1,No proper reason,414,16.77,4.1,4.7,Cash
26-02-2024,07:26:37,"""CNR7119223""",Completed,"""CID3665693""",Go Sedan,Palam Vihar,Narsinghpur,12.8,28,1,Driver issue,1,Customer related issue,1,No proper reason,235,9.27,4.4,3.9,Uber Wallet
25-05-2024,20:39:02,"""CNR9409695""",Completed,"""CID3562677""",Go Sedan,India Gate,Kashmere Gate ISBT,2.3,22,1,Driver issue,1,Customer related issue,1,No proper reason,619,9.84,4.5,4.5,Uber Wallet
11-12-2024,07:26:39,"""CNR9979411""",Completed,"""CID1946842""",Go Sedan,Lal Quila,Greater Noida,7.3,19,1,Driver issue,1,Customer related issue,1,No proper reason,285,10.4,4.2,4.6,Credit Card
11-09-2024,08:42:35,"""CNR3154816""",Completed,"""CID4726618""",Uber XL,Cyber Hub,Jhilmil,8.9,15.2,1,Driver issue,1,Customer related issue,1,No proper reason,164,20.39,4.6,4.2,UPI
26-06-2024,12:47:14,"""CNR5329241""",Completed,"""CID3872890""",Auto,Manesar,Dilshad Garden,3,43.6,1,Driver issue,1,Customer related issue,1,No proper reason,270,4.85,4.9,3.6,UPI
23-09-2024,16:40:46,"""CNR2120740""",Cancelled by Customer,"""CID7480279""",Go Mini,Sarojini Nagar,Dwarka Sector 21,9.3,10,1,Change of plans,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
24-06-2024,09:31:19,"""CNR1510337""",Completed,"""CID4172044""",Bike,Shastri Nagar,Nirman Vihar,4.8,31.8,1,Driver issue,1,Customer related issue,1,No proper reason,715,37.84,4.4,4.6,UPI
25-12-2024,20:39:32,"""CNR7038047""",Cancelled by Driver,"""CID8136168""",Go Mini,Palam Vihar,Sushant Lok,7.2,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
28-03-2024,15:40:02,"""CNR7287888""",Completed,"""CID6875930""",Go Mini,DLF Phase 3,Bhikaji Cama Place,8.3,41.2,1,Driver issue,1,Customer related issue,1,No proper reason,483,12.8,4.3,4.1,Cash
03-10-2024,19:00:34,"""CNR8721523""",Completed,"""CID8374006""",Uber XL,Sushant Lok,Maidan Garhi,8.4,28.2,1,Driver issue,1,Customer related issue,1,No proper reason,90,23.88,4.9,4.2,UPI
03-03-2024,16:12:43,"""CNR2451768""",Completed,"""CID3826296""",Go Sedan,Gurgaon Sector 56,Paharganj,12.1,21.4,1,Driver issue,1,Customer related issue,1,No proper reason,502,3.82,4.2,3.6,Uber Wallet
28-09-2024,19:17:16,"""CNR9492262""",Cancelled by Driver,"""CID6617436""",Go Mini,Huda City Centre,Vinobapuri,7.8,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
28-12-2024,14:01:11,"""CNR9353306""",Completed,"""CID6811159""",Auto,Munirka,Paharganj,14.9,40.4,1,Driver issue,1,Customer related issue,1,No proper reason,352,25.84,3.8,4.6,Credit Card
01-07-2024,20:21:50,"""CNR6575338""",Cancelled by Customer,"""CID2692727""",eBike,Panchsheel Park,Gurgaon Sector 56,18.8,10,1,Wrong Address,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
05-01-2024,16:39:31,"""CNR2299093""",Cancelled by Driver,"""CID4225803""",Premier Sedan,Laxmi Nagar,Delhi Gate,10.6,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
